,date,Headlines
12483,2024-03-05,Texas 19th Congressional District Primary Election Results
12484,2024-03-05,Texas 22nd Congressional District Primary Election Results
12485,2024-03-05,North Carolina 10th Congressional District Primary Election Results
12486,2024-03-05,Texas 36th Congressional District Primary Election Results
12487,2024-03-05,North Carolina 2nd Congressional District Primary Election Results
12488,2024-03-05,North Carolina 12th Congressional District Primary Election Results
12489,2024-03-05,California 19th Congressional District Primary Election Results
12490,2024-03-05,Texas 18th Congressional District Primary Election Results
12491,2024-03-05,Texas 23rd Congressional District Primary Election Results
12492,2024-03-05,Texas 16th Congressional District Primary Election Results
12493,2024-03-05,North Carolina 3rd Congressional District Primary Election Results
12494,2024-03-05,Alabama 6th Congressional District Primary Election Results
12495,2024-03-05,Texas 14th Congressional District Primary Election Results
12496,2024-03-05,Texas 24th Congressional District Primary Election Results
12497,2024-03-05,North Carolina 9th Congressional District Primary Election Results
12498,2024-03-05,Texas 1st Congressional District Primary Election Results
12499,2024-03-05,California 16th Congressional District Primary Election Results
12500,2024-03-05,Texas 20th Congressional District Primary Election Results
12501,2024-03-05,Texas 5th Congressional District Primary Election Results
12502,2024-03-05,Texas 15th Congressional District Primary Election Results
12503,2024-03-05,North Carolina 13th Congressional District Primary Election Results
12504,2024-03-05,California 14th Congressional District Primary Election Results
12505,2024-03-05,California 27th Congressional District Primary Election Results
12506,2024-03-05,Arkansas 2nd Congressional District Primary Election Results
12507,2024-03-05,California 20th Congressional District Primary Election Results
12508,2024-03-05,Arkansas 1st Congressional District Primary Election Results
12509,2024-03-05,Arkansas 3rd Congressional District Primary Election Results
12510,2024-03-05,Arkansas 4th Congressional District Primary Election Results
12511,2024-03-05,North Carolina 8th Congressional District Primary Election Results
12512,2024-03-05,California 18th Congressional District Primary Election Results
12513,2024-03-05,California 15th Congressional District Primary Election Results
12514,2024-03-05,California 29th Congressional District Primary Election Results
12515,2024-03-05,California 35th Congressional District Primary Election Results
12516,2024-03-05,California 25th Congressional District Primary Election Results
12517,2024-03-05,California 22nd Congressional District Primary Election Results
12518,2024-03-05,Alabama 7th Congressional District Primary Election Results
12519,2024-03-05,California 36th Congressional District Primary Election Results
12520,2024-03-05,California 38th Congressional District Primary Election Results
12521,2024-03-05,California 12th Congressional District Primary Election Results
12522,2024-03-05,California 24th Congressional District Primary Election Results
12523,2024-03-05,California 47th Congressional District Primary Election Results
12524,2024-03-05,California 32nd Congressional District Primary Election Results
12525,2024-03-05,California 40th Congressional District Primary Election Results
12526,2024-03-05,California 3rd Congressional District Primary Election Results
12527,2024-03-05,Texas 17th Congressional District Primary Election Results
12528,2024-03-05,California 33rd Congressional District Primary Election Results
12529,2024-03-05,California 45th Congressional District Primary Election Results
12530,2024-03-05,California 34th Congressional District Primary Election Results
12531,2024-03-05,California 28th Congressional District Primary Election Results
12532,2024-03-05,California 41st Congressional District Primary Election Results
12533,2024-03-05,California 44th Congressional District Primary Election Results
12534,2024-03-05,Texas 37th Congressional District Primary Election Results
12535,2024-03-05,Texas 6th Congressional District Primary Election Results
12536,2024-03-05,California 31st Congressional District Primary Election Results
12537,2024-03-05,Texas 31st Congressional District Primary Election Results
12538,2024-03-05,California 2nd Congressional District Primary Election Results
12539,2024-03-05,California 39th Congressional District Primary Election Results
12540,2024-03-05,California 42nd Congressional District Primary Election Results
12541,2024-03-05,California 51st Congressional District Primary Election Results
12542,2024-03-05,California 43rd Congressional District Primary Election Results
12543,2024-03-05,California 37th Congressional District Primary Election Results
12544,2024-03-05,California 48th Congressional District Primary Election Results
12545,2024-03-05,Texas 21st Congressional District Primary Election Results
12546,2024-03-05,California 52nd Congressional District Primary Election Results
12547,2024-03-05,California 49th Congressional District Primary Election Results
12548,2024-03-05,Alabama 3rd Congressional District Primary Election Results
12549,2024-03-05,California 5th Congressional District Primary Election Results
12550,2024-03-05,Texas 33rd Congressional District Primary Election Results
12551,2024-03-05,California 50th Congressional District Primary Election Results
12552,2024-03-05,California 4th Congressional District Primary Election Results
12553,2024-03-05,California 6th Congressional District Primary Election Results
12554,2024-03-05,Texas 25th Congressional District Primary Election Results
12555,2024-03-05,Texas 11th Congressional District Primary Election Results
12556,2024-03-05,California 9th Congressional District Primary Election Results
12557,2024-03-05,Alabama 4th Congressional District Primary Election Results
12558,2024-03-05,California 7th Congressional District Primary Election Results
12559,2024-03-05,Texas 26th Congressional District Primary Election Results
12560,2024-03-05,North Carolina 14th Congressional District Primary Election Results
12561,2024-03-05,California 26th Congressional District Primary Election Results
12562,2024-03-05,North Carolina 1st Congressional District Primary Election Results
12563,2024-03-05,Texas 8th Congressional District Primary Election Results
12564,2024-03-05,Texas 32nd Congressional District Primary Election Results
12565,2024-03-05,Texas 2nd Congressional District Primary Election Results
12566,2024-03-05,Texas 38th Congressional District Primary Election Results
12567,2024-03-05,California 10th Congressional District Primary Election Results
12568,2024-03-05,North Carolina 11th Congressional District Primary Election Results
12569,2024-03-05,North Carolina 7th Congressional District Primary Election Results
12570,2024-03-05,California 21st Congressional District Primary Election Results
12571,2024-03-05,Alabama 2nd Congressional District Primary Election Results
12572,2024-03-05,Texas 27th Congressional District Primary Election Results
12573,2024-03-05,Texas 13th Congressional District Primary Election Results
12574,2024-03-05,California 1st Congressional District Primary Election Results
12575,2024-03-05,North Carolina 5th Congressional District Primary Election Results
12576,2024-03-05,Texas 28th Congressional District Primary Election Results
12577,2024-03-05,Texas 7th Congressional District Primary Election Results
12578,2024-03-05,California 8th Congressional District Primary Election Results
12579,2024-03-05,Texas 29th Congressional District Primary Election Results
12580,2024-03-05,Texas 35th Congressional District Primary Election Results
12581,2024-03-05,Texas 30th Congressional District Primary Election Results
12582,2024-03-05,Texas 9th Congressional District Primary Election Results
12583,2024-03-05,Texas 4th Congressional District Primary Election Results
12584,2024-03-05,California 46th Congressional District Primary Election Results
12585,2024-03-05,Texas 3rd Congressional District Primary Election Results
12586,2024-03-05,California 13th Congressional District Primary Election Results
12587,2024-03-06,Democratic Congressional Candidate in Michigan to Air First I.V.F. Ad of Election Cycle
12588,2024-03-06,"Katie Porter, a Rising Star in Congress, Finds Herself Without Another Seat"
12589,2024-03-07,TikTok Prompts Users to Call Congress to Fight Possible Ban
12590,2024-03-07,Biden Wants Congress to Reduce the Risks of Social Media for Children
12591,2024-03-08,"Brian Jack, a Trump Adviser, Will Run for Congress in Georgia"
12592,2024-03-08,George Santos Says He’s Running for Congress Again
12593,2024-03-08,An Instagram-Ready Immersive Museum Uses Braille. But Is It Accessible?
12594,2024-03-08,The Functional Dysfunctional Congress
12595,2024-03-12,Mississippi 1st Congressional District Primary Election Results
12596,2024-03-12,Mississippi 2nd Congressional District Primary Election Results
12597,2024-03-12,Mississippi 3rd Congressional District Primary Election Results
12598,2024-03-12,Mississippi 4th Congressional District Primary Election Results
12599,2024-03-14,One Big Reason Gen Z Is Still on Facebook: To Save Money
12600,2024-03-15,Why Is Congress Investigating a Union for Being Anti-Israel?
12601,2024-03-19,Congressional Leaders Strike Deal on Final Spending Bill Ahead of Shutdown
12602,2024-03-19,Peter Navarro Begins 4-Month Prison Sentence for Contempt of Congress
12603,2024-03-19,Congressional Republicans Block Aid to Haiti Amid Unrest
12604,2024-03-19,California 20th Congressional District Special Election Results
12605,2024-03-19,Illinois 10th Congressional District Primary Election Results
12606,2024-03-19,Illinois 11th Congressional District Primary Election Results
12607,2024-03-19,Illinois 12th Congressional District Primary Election Results
12608,2024-03-19,Illinois 13th Congressional District Primary Election Results
12609,2024-03-19,Illinois 14th Congressional District Primary Election Results
12610,2024-03-19,Illinois 15th Congressional District Primary Election Results
12611,2024-03-19,Illinois 16th Congressional District Primary Election Results
12612,2024-03-19,Illinois 17th Congressional District Primary Election Results
12613,2024-03-19,Illinois 1st Congressional District Primary Election Results
12614,2024-03-19,Illinois 2nd Congressional District Primary Election Results
12615,2024-03-19,Illinois 3rd Congressional District Primary Election Results
12616,2024-03-19,Illinois 4th Congressional District Primary Election Results
12617,2024-03-19,Illinois 5th Congressional District Primary Election Results
12618,2024-03-19,Illinois 6th Congressional District Primary Election Results
12619,2024-03-19,Illinois 7th Congressional District Primary Election Results
12620,2024-03-19,Illinois 8th Congressional District Primary Election Results
12621,2024-03-19,Illinois 9th Congressional District Primary Election Results
12622,2024-03-19,Ohio 10th Congressional District Primary Election Results
12623,2024-03-19,Ohio 11th Congressional District Primary Election Results
12624,2024-03-19,Ohio 12th Congressional District Primary Election Results
12625,2024-03-19,Ohio 13th Congressional District Primary Election Results
12626,2024-03-19,Ohio 14th Congressional District Primary Election Results
12627,2024-03-19,Ohio 15th Congressional District Primary Election Results
12628,2024-03-19,Ohio 1st Congressional District Primary Election Results
12629,2024-03-19,Ohio 2nd Congressional District Primary Election Results
12630,2024-03-19,Ohio 3rd Congressional District Primary Election Results
12631,2024-03-19,Ohio 4th Congressional District Primary Election Results
12632,2024-03-19,Ohio 5th Congressional District Primary Election Results
12633,2024-03-19,Ohio 6th Congressional District Primary Election Results
12634,2024-03-19,Ohio 6th Congressional District Special Primary Election Results
12635,2024-03-19,Ohio 7th Congressional District Primary Election Results
12636,2024-03-19,Ohio 8th Congressional District Primary Election Results
12637,2024-03-19,Ohio 9th Congressional District Primary Election Results
12638,2024-03-20,Tech Giant Linked to France’s Cybersecurity Tumbles in Value
12639,2024-03-20,Congress Seeks to Bar Funding for U.N. Agency for Palestinians
12640,2024-03-20,U.F.C. Settles Antitrust Suit With Fighters for $335 Million
12641,2024-03-21,Leaders Release $1.2 Trillion Spending Bill as Congress Races to Avert Shutdown
12642,2024-03-21,Johnson Says He Will Invite Netanyahu to Address Congress
12643,2024-03-22,How the Fight Against Apple Could Redefine Antitrust Law
12644,2024-03-22,Congress Passes Spending Bill in Wee Hours to Fend Off Shutdown
12645,2024-03-23,The Second Coming of the Microsoft Antitrust Battle?
12646,2024-03-25,"E.U. Takes Aim at Alphabet, Apple and Meta in Wide-Ranging Investigations"
12647,2024-03-27,A.I. Leaders Press Advantage With Congress as China Tensions Rise
12648,2024-03-28,Is Threads the Good Place?
12649,2024-03-28,"‘Hey, Meta, What Am I Looking At?’"
12650,2024-03-28,Meta’s Smart Glasses Are Becoming Artificially Intelligent. We Took Them for a Spin.
12651,2024-04-01,Warner Bros. Discovery Directors Step Down Amid Antitrust Inquiry
12652,2024-04-02,Japan’s New Royal Instagram Page Forgoes Flash for Formality
12653,2024-04-02,Biden Administration Presses Congress on $18 Billion Sale of F-15 Jets to Israel
12654,2024-04-04,Here’s How Congress Can Use Leverage on Weapons Sales to Prod Biden on Israel
12655,2024-04-04,G.O.P. Congressman’s Wild Claim: F.B.I. Entrapped Jan. 6 Rioters
12656,2024-04-04,California Congressional Primary Has a Rare Tie for a Runoff Spot
12657,2024-04-06,"Sickened by U.S. Nuclear Program, Communities Turn to Congress for Aid"
12658,2024-04-07,"At Rally for Hostages, Some Boo When Congressman Calls for Gaza Aid"
12659,2024-04-09,"Is This Maternity Hospital Haunted, or Is It All a Pregnant Metaphor?"
12660,2024-04-09,Capitol Police Hire Special Prosecutors to Handle Rise in Threats Against Congress
12661,2024-04-09,Bill in Congress Would Force Action on U.S. Troops’ Blast Exposure
12662,2024-04-11,Republicans Are Fleeing the Stench of a Rotten Congress
12663,2024-04-12,2 School Districts to Testify as Congress Expands Antisemitism Inquiry
12664,2024-04-15,Chinese Company Under Congressional Scrutiny Makes Key U.S. Drugs
12665,2024-04-15,Ready for a Chatbot Version of Your Favorite Instagram Influencers?
12666,2024-04-16,Columbia President Is Next to Be Grilled About Antisemitism by Congress
12667,2024-04-16,Alabama 2nd Congressional District Primary Runoff Election Results
12668,2024-04-17,Columbia’s President Tells Congress That Action Is Needed Against Antisemitism
12669,2024-04-17,Boeing Whistle-Blower Details His Concerns to Congressional Panel
12670,2024-04-17,"In Congress, Columbia’s Leaders Try to Please. At Home, They Face Anger."
12671,2024-04-18,Congress Ramps Up the Pressure on TikTok
12672,2024-04-18,"Meta, in Its Biggest A.I. Push, Places Smart Assistants Across Its Apps"
12673,2024-04-19,Apple Says It Was Ordered to Pull WhatsApp From China App Store
12674,2024-04-21,‘I Spotted a Metal-and-Glass Shelving Unit in Perfect Condition’
12675,2024-04-21,"The History of ‘Stereotype,’ Written on Metal Plates"
12676,2024-04-22,Progressive Allies Rally With Pittsburgh Congresswoman as Primary Looms
